available_cities,available_days,available_time_slots,base_price,breed_specific,category,city_pricing,created_at,created_by,deposit_percentage,description,duration,duration_minutes,excludes,features,fulfillment,id,image,image_url,includes,is_24x7,is_active,is_bookable,is_free,is_synced_from_product,mira_whispers,name,payment_timing,pet_count_pricing,pet_size_pricing,pet_sizes,pet_types,pillar,price,provider_id,provider_name,requires_consultation,service_type,source_product_id,status,sync_timestamp,tags,updated_at
,,,649.0,,breed-cakes,,2026-02-27T16:08:35.528382+00:00,,,"Sassy and stylish, this cake is the perfect match for your canine's charming antics. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, trop",,,,,,svc-shopify-8016298705050,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/mynx_1.png?v=1703989239,,,,,,True,,Mynx Shih Tzu Cake,,,,,,shop,649.0,,,,product,shopify-8016298705050,active,2026-02-27T16:08:48.333248+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.333250+00:00
,,,600.0,,cakes,,2026-02-27T16:08:35.528778+00:00,,,"Smile the spotlight on your pup with this smiley star-shaped cake, a tribute to the celebrity in every canine. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet b",,,,,,svc-shopify-8017957683354,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/SmilingStar_1.png?v=1703997074,,,,,,True,,Smiling Star,,,,,,shop,600.0,,,,product,shopify-8017957683354,active,2026-02-27T16:08:48.333672+00:00,"['Birthdays', 'cake', 'Cakes', 'Star', 'Treats']",2026-02-27T16:08:48.333674+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.529193+00:00,,,"Celebrate the bond of unity with a cake that stands for togetherness. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical coconut, a",,,,,,svc-shopify-8016302506138,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/UnitedWewin_1.png?v=1703991376,,,,,,True,,United We Win,,,,,,shop,649.0,,,,product,shopify-8016302506138,active,2026-02-27T16:08:48.334124+00:00,"['Birthdays', 'cake', 'Cakes', 'Circle']",2026-02-27T16:08:48.334126+00:00
,,,1150.0,,cakes,,2026-02-27T16:08:35.529589+00:00,,,"A majestic bone-shaped centerpiece complemented by four mini delights, crafting a dreamy feast for your canine. Each cake of 500 grams accomanies with 200 grams of minis is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for ",,,,,,svc-shopify-8016320200858,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/UltimateBoneyCake.png?v=1703991474,,,,,,True,,Ultimate Boney Dream Cake,,,,,,shop,1150.0,,,,product,shopify-8016320200858,active,2026-02-27T16:08:48.334553+00:00,"['Birthdays', 'Bone', 'cake', 'Cakes']",2026-02-27T16:08:48.334554+00:00
,,,600.0,,cakes,,2026-02-27T16:08:35.529992+00:00,,,"This little unicorn star-shaped cake, is a special way to let your pup know just how unique she or he is. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana",,,,,,svc-shopify-8017957781658,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/StarFlower_1.png?v=1704016138,,,,,,True,,Star Flower,,,,,,shop,600.0,,,,product,shopify-8017957781658,active,2026-02-27T16:08:48.334972+00:00,"['Birthdays', 'cake', 'Cakes', 'Star', 'Treats']",2026-02-27T16:08:48.334973+00:00
,,,699.0,,cakes,,2026-02-27T16:08:35.530381+00:00,,,"Dotted with vibrant sprinkles, this bone-shaped cake turns treat time into a party. Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for your cherished canine. Select from our nourishing oats or ragi ",,,,,,svc-shopify-8016314990746,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Sprinkles_1.png?v=1703991014,,,,,,True,,Sprinkles,,,,,,shop,699.0,,,,product,shopify-8016314990746,active,2026-02-27T16:08:48.335401+00:00,"['Birthdays', 'Bone', 'Cakes']",2026-02-27T16:08:48.335403+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.530791+00:00,,,"Every slice is a piece of heaven, tailored for a delightful snacking experience. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical",,,,,,svc-shopify-8016299163802,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Slices_1.png?v=1703990822,,,,,,True,,Slices,,,,,,shop,649.0,,,,product,shopify-8016299163802,active,2026-02-27T16:08:48.335820+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.335821+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.531306+00:00,,,"A heart-shaped cake that's a cuddly celebration of your bond, brimming with flavors that'll make your pup's tail wag with love Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for your cherished canin",,,,,,svc-shopify-8016311124122,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/PawpyLove_1.png?v=1703990671,,,,,,True,,Pawpy Love,,,,,,shop,649.0,,,,product,shopify-8016311124122,active,2026-02-27T16:08:48.336248+00:00,"['Birthdays', 'Cakes', 'heart']",2026-02-27T16:08:48.336250+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.531739+00:00,,,"This cake embodies the delicious joy of spoiling your pooch, with each paw print a stamp of flavor. Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for your cherished canine. Select from our nourishi",,,,,,svc-shopify-8016316956826,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Pawlicious_1.png?v=1703990123,,,,,,True,,Pawlicious,,,,,,shop,649.0,,,,product,shopify-8016316956826,active,2026-02-27T16:08:48.336652+00:00,"['Birthdays', 'Cakes', 'Paw']",2026-02-27T16:08:48.336653+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.532165+00:00,,,"A cake that’s a tribute to the perfect love you receive from your furry friend, baked into a pawfect shape Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for your cherished canine. Select from our n",,,,,,svc-shopify-8016368566426,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/PawfectLove_1.png?v=1703989817,,,,,,True,,Pawfect Love,,,,,,shop,649.0,,,,product,shopify-8016368566426,active,2026-02-27T16:08:48.337093+00:00,"['Birthdays', 'Cakes', 'Paw']",2026-02-27T16:08:48.337095+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.532584+00:00,,,"A patchwork of flavors that come together in a harmonious blend for your pup. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical co",,,,,,svc-shopify-8016299688090,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Patches_2.png?v=1741098689,,,,,,True,,Patches,,,,,,shop,649.0,,,,product,shopify-8016299688090,active,2026-02-27T16:08:48.337507+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.337508+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.533014+00:00,,,"Elegant and enchanting, this cake is as captivating as the lady it's named after. Select from our nourishing oats or ragi bases, and indulge in a symphony of eightElegant and enchanting, this cake is as captivating as the lady it's named after. scrumptious flavors, including savory chicken, rich chi",,,,,,svc-shopify-8016295395482,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Mahi_1.png?v=1703988984,,,,,,True,,Ms. Mahi,,,,,,shop,649.0,,,,product,shopify-8016295395482,active,2026-02-27T16:08:48.337942+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.337944+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.533424+00:00,,,"A dreamy delight inspired by tranquil nights and serene slumbers. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical coconut, and l",,,,,,svc-shopify-8016290939034,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Moonie_1.png?v=1703988769,,,,,,True,,Moonie,,,,,,shop,649.0,,,,product,shopify-8016290939034,active,2026-02-27T16:08:48.338354+00:00,"['cake', 'Cakes', 'Circle']",2026-02-27T16:08:48.338356+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.533828+00:00,,,"Infuse some magic into treat time with a cake that's sure to bring back the mojo. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropica",,,,,,svc-shopify-8016296149146,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Mojo.png?v=1703987873,,,,,,True,,Mojo,,,,,,shop,649.0,,,,product,shopify-8016296149146,active,2026-02-27T16:08:48.338791+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.338793+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.534242+00:00,,,"Enigmatic and alluring, a treat wrapped in mystery for the adventurous palate. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical c",,,,,,svc-shopify-8016298180762,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Maya_1.png?v=1703987382,,,,,,True,,Maya,,,,,,shop,649.0,,,,product,shopify-8016298180762,active,2026-02-27T16:08:48.339217+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.339219+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.534651+00:00,,,"Symbolizing a promise of eternal companionship, this cake is a delicious forever pledge to your loyal companion. Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for your cherished canine. Select from",,,,,,svc-shopify-8016312893594,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/FureverLove.png?v=1703986472,,,,,,True,,Furever My Love,,,,,,shop,649.0,,,,product,shopify-8016312893594,active,2026-02-27T16:08:48.339638+00:00,"['Birthdays', 'Cakes', 'heart']",2026-02-27T16:08:48.339640+00:00
,,,950.0,,breed-cakes,,2026-02-27T16:08:35.535071+00:00,,,"A chic and charismatic treat that embodies the playful charm and distinctive appeal of the French Bulldog. . Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors. Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter ",,,,,,svc-shopify-8017969545370,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/FrenchBulldog_2.png?v=1704010974,,,,,,True,,French Bulldog,,,,,,shop,950.0,,,,product,shopify-8017969545370,active,2026-02-27T16:08:48.340068+00:00,"['Birthdays', 'breed', 'Cakes', 'Golden Retriever']",2026-02-27T16:08:48.340070+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.535477+00:00,,,"A square cake with a tender paw imprint, capturing the essence of the love shared with your four-legged friend. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet ",,,,,,svc-shopify-8016306208922,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/FlowerSquare_1.png?v=1703986211,,,,,,True,,Flower Square,,,,,,shop,649.0,,,,product,shopify-8016306208922,active,2026-02-27T16:08:48.340498+00:00,"['Birthdays', 'Cakes', 'Square']",2026-02-27T16:08:48.340500+00:00
,,,699.0,,cakes,,2026-02-27T16:08:35.535899+00:00,,,"A whimsical heart-shaped cake that's as dreamy as the daydreams of chasing squirrels in sunny meadows. Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for your cherished canine. Select from our nouri",,,,,,svc-shopify-8016312369306,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/DreamLove_34ebc683-c23b-453c-8a9b-0313cb6c8df9.png?v=1703985972,,,,,,True,,Dream Love,,,,,,shop,699.0,,,,product,shopify-8016312369306,active,2026-02-27T16:08:48.340941+00:00,"['Birthdays', 'Cakes', 'heart', ""Valentine's""]",2026-02-27T16:08:48.340943+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.536316+00:00,,,"Cuddle up with this sweet treat that's as endearing as your pup's coochie coos. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical ",,,,,,svc-shopify-8016291397786,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/CoochiePie_1.png?v=1703985592,,,,,,True,,Coochie Pie,,,,,,shop,649.0,,,,product,shopify-8016291397786,active,2026-02-27T16:08:48.341375+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.341378+00:00
,,,950.0,,breed-cakes,,2026-02-27T16:08:35.536726+00:00,,,"Chow Chow Delight: Immerse in the whimsical charm of this Chow Chow-themed cake, a tribute to the fluffy and majestic breed Net Weight: 500 grams All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of dogs, day after day. Today ",,,,,,svc-shopify-8017997398170,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Chowchow.png?v=1704007047,,,,,,True,,Chow Chow,,,,,,shop,950.0,,,,product,shopify-8017997398170,active,2026-02-27T16:08:48.341799+00:00,"['Birthdays', 'breed', 'Cakes', 'Yorkshire Terrier Cake']",2026-02-27T16:08:48.341801+00:00
,,,950.0,,breed-cakes,,2026-02-27T16:08:35.537133+00:00,,,"A robust and affectionate tribute in cake form, capturing the stout heart and amiable nature of the English Bulldog. Net Weight: 500 grams All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of dogs, day after day. Today we bake",,,,,,svc-shopify-8018043469978,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/boxer_1.png?v=1704010277,,,,,,True,,Boxer,,,,,,shop,950.0,,,,product,shopify-8018043469978,active,2026-02-27T16:08:48.342245+00:00,"['Birthdays', 'breed', 'Cakes']",2026-02-27T16:08:48.342247+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.537534+00:00,,,"A bark-tastic cake that speaks the universal language of canine happiness. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical cocon",,,,,,svc-shopify-8016293986458,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/BowWow.png?v=1703985348,,,,,,True,,Bow Wow,,,,,,shop,649.0,,,,product,shopify-8016293986458,active,2026-02-27T16:08:48.342667+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.342669+00:00
,,,749.0,,cakes,,2026-02-27T16:08:35.537959+00:00,,,"Go big with bold flavors that echo the resounding woofs of joy from your dog. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical co",,,,,,svc-shopify-8016296607898,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/146.png?v=1735538000,,,,,,True,,Big Woof,,,,,,shop,749.0,,,,product,shopify-8016296607898,active,2026-02-27T16:08:48.343148+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.343150+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.538491+00:00,,,"A blissful square confection that's sure to get your dog barking with joy at the very first sniff and bite. Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for your cherished canine. Select from our ",,,,,,svc-shopify-8016308797594,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/BarkyBliss.png?v=1703985025,,,,,,True,,Barky Bliss,,,,,,shop,649.0,,,,product,shopify-8016308797594,active,2026-02-27T16:08:48.343575+00:00,"['Birthdays', 'Cakes', 'Square']",2026-02-27T16:08:48.343578+00:00
,,,649.0,,cakes,,2026-02-27T16:08:35.538906+00:00,,,"For the playful rebel, a cake that matches their mischievous spirit. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors.Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration",,,,,,svc-shopify-8016294576282,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Badmash_1.png?v=1703984609,,,,,,True,,Badmash,,,,,,shop,649.0,,,,product,shopify-8016294576282,active,2026-02-27T16:08:48.344045+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.344047+00:00
,,,1150.0,,cakes,,2026-02-27T16:08:35.539316+00:00,,,"Not just a paw-shaped cake, but a celebration, accompanied by four mini cupcakes for a pawsitively awesome treat. Each cake of 500 grams and 200 grams of cakesicles is finished with a choice of creamy yogurt or rich peanut butter frosting, making every bite a celebration of love and flavor for your ",,,,,,svc-shopify-8016317644954,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/AwesomePawsome.png?v=1703991779,,,,,,True,,Awesome Pawsome,,,,,,shop,1150.0,,,,product,shopify-8016317644954,active,2026-02-27T16:08:48.344473+00:00,"['Birthdays', 'cake', 'Cakes', 'Paw']",2026-02-27T16:08:48.344474+00:00
,,,950.0,,breed-cakes,,2026-02-27T16:08:35.539738+00:00,,,"A chic and charismatic treat that embodies the playful charm and distinctive appeal of the French Bulldog. . Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors. Each cake of 500 grams is finished with a choice of creamy yogurt or rich peanut butter ",,,,,,svc-shopify-8017970790554,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/AmericanBully_1.png?v=1704011190,,,,,,True,,American Bully,,,,,,shop,950.0,,,,product,shopify-8017970790554,active,2026-02-27T16:08:48.344943+00:00,"['Birthdays', 'breed', 'Cakes']",2026-02-27T16:08:48.344945+00:00
,,,600.0,,cakes,,2026-02-27T16:08:35.540181+00:00,,,"Doesn't matter if you're team Rafa, Roger or Novak, you can drive down that tennis-nostalgia lane along with your pup in the tastiest and the most nutritious way heavenly-possible. Our new Fetchin' Ball Cake ticks all the right boxes in terms of nutrition and flavour. Made with homemade cream cheese",,,,,,svc-shopify-7572270252186,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/FetchingBall.png?v=1703993189,,,,,,True,,Fetchin' Ball Cake,,,,,,shop,600.0,,,,product,shopify-7572270252186,active,2026-02-27T16:08:48.345359+00:00,"['Birthdays', 'cake', 'Cakes', 'Circle', 'New Cake', 'Treats']",2026-02-27T16:08:48.345361+00:00
,,,499.0,,mini-cakes,,2026-02-27T16:08:35.540588+00:00,,,"January Bowto Special – A New Year's Treat with Extra Cheer for your furry best friend! Welcome 2024 with our January Bowto, a culinary celebration for your four-legged friend. This special edition cake, with its vibrant mango-orange hue and festive 'Yappy 2025' decoration, is the perfect way to sta",,,,,,svc-shopify-8010771955866,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/142.png?v=1735537985,,,,,,True,,Yappy Bowto,,,,,,shop,499.0,,,,product,shopify-8010771955866,active,2026-02-27T16:08:48.345808+00:00,['bowto'],2026-02-27T16:08:48.345810+00:00
,,,650.0,,mini-cakes,,2026-02-27T16:08:35.541037+00:00,,,"Indulge in the Bowto + Bownie Delight – Where Every Bite Brings a Bonus Toy! Treat your furry best friend to our irresistible Bowto cake, a perfect blend of taste and nutrition, and add on a scrumptious Bownie for extra tail wags. But that's not all – with every Bownie, you'll get a free toy to keep",,,,,,svc-shopify-8010772938906,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/4_8d9829f1-6a41-41b8-af17-6eb99d01dbf3.png?v=1719723549,,,,,,True,,Bowto + Bownie,,,,,,shop,650.0,,,,product,shopify-8010772938906,active,2026-02-27T16:08:48.346242+00:00,['bowto'],2026-02-27T16:08:48.346244+00:00
,,,699.0,,cakes,,2026-02-27T16:08:35.541457+00:00,,,"Bursting with floral notes and a hint of spring to brighten up your dog's day. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical c",,,,,,svc-shopify-7908747837594,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/FlowerPowerCircle.png?v=1741098689,,,,,,True,,Flower Power Circle,,,,,,shop,699.0,,,,product,shopify-7908747837594,active,2026-02-27T16:08:48.346682+00:00,"['Birthdays', 'Cakes', 'Circle']",2026-02-27T16:08:48.346684+00:00
,,,149.0,,fresh-meals,,2026-02-27T16:08:35.541946+00:00,,,"Fresh Paneer &amp; Veggies — Made to Order, Always A protein-packed vegetarian recipe made to order using real paneer and garden-fresh vegetables — never pre-packaged, never sitting on a shelf. This meal is crafted only when you order, using clean, human-grade ingredients for a balanced diet your do",,,,,,svc-shopify-7977344827546,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/2_9144a310-b466-4ae4-b839-cb4acb3a169d.png?v=1746441938,,,,,,True,,Paneer & Veggies Meal,,,,,,shop,149.0,,,,product,shopify-7977344827546,active,2026-02-27T16:08:48.347112+00:00,['meals'],2026-02-27T16:08:48.347114+00:00
,,,1.0,,other,,2026-02-27T16:08:35.542368+00:00,,,Delicious other made with love for your furry friend.,,,,,,svc-shopify-7910212534426,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/test.png?v=1698916178,,,,,,True,,TEST,,,,,,shop,1.0,,,,product,shopify-7910212534426,active,2026-02-27T16:08:48.347546+00:00,[],2026-02-27T16:08:48.347548+00:00
,,,295.0,,hampers,,2026-02-27T16:08:35.542790+00:00,,,"Box of 9 Ladoos Get ready to celebrate the festive season with your beloved four-legged friends! The Doggy Delight Ladoos Variety Box is specially crafted by The Doggy Bakery 🐾 Besan Ladoos: Packed with the goodness of basen (gram flour), these ladoos are not only delicious but also a healthy treat.",,,,,,svc-shopify-7953562599578,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitled_Design_-_6_-_Edited.png?v=1759236333,,,,,,True,,Assorted Ladoos,,,,,,shop,295.0,,,,product,shopify-7953562599578,active,2026-02-27T16:08:48.348002+00:00,"['Diwali', 'Must Have', 'Treats']",2026-02-27T16:08:48.348004+00:00
,,,550.0,,nut-butters,,2026-02-27T16:08:35.543207+00:00,,,"Indulge your furry friend in the lip-smacking goodness of our Peanut Butter &amp; Coconut Flake Dognuts. These treats are designed with your pet's health and happiness in mind. Crafted with a base of banana and oats or chicken and oats, they offer a blend of flavors and textures that dogs adore. The",,,,,,svc-shopify-7914425254042,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/Untitled_design_-_2025-09-02T103933.414.png?v=1756789948,,,,,,True,,Peanut Butter & Coconut,,,,,,shop,550.0,,,,product,shopify-7914425254042,active,2026-02-27T16:08:48.348451+00:00,"['dognuts', 'Must Have']",2026-02-27T16:08:48.348453+00:00
,,,550.0,,treats,,2026-02-27T16:08:35.543624+00:00,,,"Delight your furry companion with our Cream Cheese &amp; Coconut Flakes Dognuts! These charming treats are specially designed with your dog's visual preferences in mind, featuring a lovely shade of blue that's easily visible to them. Each dognut is generously topped with our homemade cream cheese fr",,,,,,svc-shopify-7914420600986,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/TDB5_3.png?v=1695231175,,,,,,True,,Cream Cheese & Coconut,,,,,,shop,550.0,,,,product,shopify-7914420600986,active,2026-02-27T16:08:48.348872+00:00,"['dognuts', 'Must Have']",2026-02-27T16:08:48.348873+00:00
,,,249.0,,hampers,,2026-02-27T16:08:35.544042+00:00,,,"Celebrate traditions with your pup! 🎉 Our Doggy Modaks are made with soft rice flour, filled with fresh coconut shavings and natural honey. 100% dog-safe, preservative-free, and freshly prepared for festive joy. 🐾✨ ✅ Healthy, pet-safe ingredients ✅ No preservatives or additives ✅ Freshly made for ha",,,,,,svc-shopify-7909715738778,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/IMG-1370.png?v=1756116884,,,,,,True,,Desi Doggy Modaks,,,,,,shop,249.0,,,,product,shopify-7909715738778,active,2026-02-27T16:08:48.349315+00:00,['Diwali'],2026-02-27T16:08:48.349317+00:00
,,,899.0,,cakes,,2026-02-27T16:08:35.544453+00:00,,,"Say goodbye to the ordinary with this extraordinary gourmet cake. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical coconut, and l",,,,,,svc-shopify-7906217984154,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/KibbleNoMore.png?v=1703993086,,,,,,True,,Kibble No More!,,,,,,shop,899.0,,,,product,shopify-7906217984154,active,2026-02-27T16:08:48.349743+00:00,"['Birthdays', 'cake', 'Cakes', 'Circle', 'Treats']",2026-02-27T16:08:48.349745+00:00
,,,499.0,,fresh-meals,,2026-02-27T16:08:35.544894+00:00,,,"Introducing our ""Pawsome Peanut Pizza"" – a delightful twist on a classic favorite! Each slice of this pizza is lovingly crafted with our top-selling homemade peanut butter, providing a rich and creamy flavor that dogs adore.",,,,,,svc-shopify-7906264023194,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/13_abca0d2c-c243-4f47-bf41-aaa20da1a54d.png?v=1745221384,,,,,,True,,Peanut Butter Pizza,,,,,,shop,499.0,,,,product,shopify-7906264023194,active,2026-02-27T16:08:48.350185+00:00,['Must Have'],2026-02-27T16:08:48.350187+00:00
,,,550.0,,fresh-meals,,2026-02-27T16:08:35.545329+00:00,,,"This woof-tastic treat that's customizable for your beloved pup! This delectable pizza comes with two base options, chicken or veggies, both crafted from wholesome oats for a satisfying crunch. What makes it truly special is the personalized touch – we use rolled oat alphabet letters to spell out yo",,,,,,svc-shopify-7906227355802,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/11.png?v=1745221384,,,,,,True,,Personalized Pupper Pizza,,,,,,shop,550.0,,,,product,shopify-7906227355802,active,2026-02-27T16:08:48.350591+00:00,['Must Have'],2026-02-27T16:08:48.350594+00:00
,,,749.0,,cakes,,2026-02-27T16:08:35.545753+00:00,,,"A blossoming blend of edible flowers and herbs, this cake is a bouquet of taste. Select from our nourishing oats or ragi bases, and indulge in a symphony of eight scrumptious flavors, including savory chicken, rich chicken liver, robust mutton, fresh vegetables, sweet banana, exotic cheeku, tropical",,,,,,svc-shopify-7894960406682,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/FloralBoney.png?v=1703992528,,,,,,True,,Floral Boney,,,,,,shop,749.0,,,,product,shopify-7894960406682,active,2026-02-27T16:08:48.351061+00:00,"['Birthdays', 'cake', 'Cakes', 'Custom message', 'Treats']",2026-02-27T16:08:48.351063+00:00
,,,1500.0,,hampers,,2026-02-27T16:08:35.546193+00:00,,,"With yummy cakes and treats, pawdorable goodies, pawfect decorations and a bandana to match this is everything that you and your little baby will need for the perfect family celebration Cake Party Box : Cake (Choose) Party Hats Candle Balloons Birthday Banner Special Birthday Assorted Biscuit Treats",,,,,,svc-shopify-7295294341274,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/FC144498-711C-42A4-8867-99638A34FB8C.png?v=1656737324,,,,,,True,,Dog Birthday Cake Hamper w/ Clip on Barkday Bandana,,,,,,shop,1500.0,,,,product,shopify-7295294341274,active,2026-02-27T16:08:48.351487+00:00,"['Cake Hamper', 'clip on', 'Combos', 'Party Box', 'Party Box1', 'Treats']",2026-02-27T16:08:48.351489+00:00
