breed,product_name,product_type,pillar,all_pillars,sub_category,category,price,has_image,in_products_master,visible_on_frontend
great_dane,Great Dane Pet Passport Holder,passport_holder,go,go|paperwork,,breed-passport_holders,549,YES,YES,YES
great_dane,Great Dane Carrier Tag,carrier_tag,go,go,,breed-carrier_tags,299,YES,YES,YES
great_dane,Great Dane Travel Bowl,travel_bowl,go,dine|go,,breed-travel_bowls,449,YES,YES,YES
great_dane,Great Dane Luggage Tag,luggage_tag,go,go,,breed-luggage_tags,249,YES,YES,YES
great_dane,Great Dane Breed Adventure Bandana,,go,go,great-dane-go,go_accessories,399,NO,NO,NO
great_dane,Great Dane Breed Travel Tag,,go,go,great-dane-go,go_accessories,299,NO,NO,NO
great_dane,Great Dane Breed Trail Guide,,go,go,great-dane-go,go_accessories,499,NO,NO,NO
great_dane,Great Dane Training Treat Pouch,treat_pouch,learn,learn|play,,breed-treat_pouchs,449,YES,YES,YES
great_dane,Great Dane Training Journal,training_log,learn,learn,,breed-training_logs,399,YES,YES,YES
great_dane,Great Dane Play Date Bandana,play_bandana,play,play,,breed-play_bandanas,349,YES,YES,YES
great_dane,Great Dane Play Date Card,playdate_card,play,play,,breed-playdate_cards,149,YES,YES,YES
great_dane,Great Dane Breed Play Bandana,,play,play,great-dane-play,play_accessories,399,NO,NO,NO
great_dane,Great Dane Breed Playdate Card,,play,play,great-dane-play,play_accessories,299,NO,NO,NO
great_dane,Great Dane Breed Activity Print,,play,play,great-dane-play,play_accessories,899,NO,NO,NO
great_dane,Great Dane Phone Case,Phone Case,shop,celebrate|shop,,breed-phone_cases,799,YES,NO,YES
great_dane,Great Dane Framed Wall Art,Framed Wall Art,shop,celebrate|shop,,breed-wall_art,1899,YES,NO,YES
havanese,Havanese Birthday Cake Topper,cake_topper,,celebrate,,,599,YES,YES,YES
havanese,Havanese Pupcake Decoration Set,pupcake_set,,celebrate,,,449,YES,YES,YES
havanese,Havanese Birthday Card,birthday_card,,celebrate,,,199,YES,YES,YES
havanese,Havanese Party Banner,party_banner,,celebrate,,,399,YES,YES,YES
havanese,Havanese Party Favor Pack,return_gift_pack,,celebrate,,,499,YES,YES,YES
havanese,Havanese Feeding Mat,feeding_mat,,dine,,,699,YES,YES,YES
havanese,Havanese Food Storage Container,food_container,,dine,,,899,YES,YES,YES
havanese,Havanese Dining Placemat,placemat,,dine,,,449,YES,YES,YES
havanese,Havanese Enrichment Lick Mat,lick_mat,,dine|play,,,549,YES,YES,YES
havanese,Havanese Cushion Cover,cushion_cover,,go,,,799,YES,YES,YES
havanese,Havanese Crate Mat,crate_mat,,go,,,999,YES,YES,YES
havanese,Havanese Room Sign,room_sign,,go,,,399,YES,YES,YES
havanese,Havanese Travel Organizer Pouch,travel_pouch,,go,,,799,YES,YES,YES
havanese,Havanese Car Seat Cover,car_seat_protector,,go,,,1499,YES,YES,YES
havanese,Havanese Grooming Kit Pouch,grooming_pouch,,care,,,599,YES,NO,YES
havanese,Havanese ID Tag,id_tag,,care|emergency,,,349,YES,NO,YES
havanese,Havanese Personalized Plush Toy,personalized_toy,,play,,,699,YES,YES,YES
havanese,Havanese Mini-Me Plush,breed_plush,,play,,,899,YES,YES,YES
havanese,Havanese Rope Tug Toy,rope_toy,,play,,,449,YES,YES,YES
havanese,Havanese Snuffle Mat,enrichment_mat,,learn|play,,,799,YES,YES,YES
havanese,Havanese Fetch Toy Set,fetch_toy_set,,play,,,599,YES,YES,YES
havanese,Havanese Celebration Props Set,photo_props,,celebrate|play,,,499,YES,YES,YES
havanese,Havanese Walking Harness Set,walking_set,,play,,,1299,YES,YES,YES
havanese,Havanese Personalized Leash,personalized_lead,,play,,,699,YES,YES,YES
havanese,Havanese Poop Bag Dispenser,poop_bag_holder,,play,,,399,YES,YES,YES
havanese,Havanese Outdoor Activity Toy,activity_toy,,play,,,549,YES,YES,YES
havanese,Havanese Training Starter Kit,training_kit,,learn,,,999,YES,YES,YES
havanese,Havanese Training Flashcards,learning_cards,,learn,,,449,YES,YES,YES
havanese,Havanese Pet Journal,pet_journal,,care|learn,,,599,YES,YES,YES
havanese,Havanese First Year Memory Book,milestone_book,,celebrate|learn,,,799,YES,YES,YES
havanese,Havanese Vaccine Record Folder,vaccine_folder,,care|paperwork,,,399,YES,YES,YES
havanese,Havanese Document Holder,document_holder,,paperwork,,,499,YES,YES,YES
havanese,Havanese Medical Record Binder,medical_file,,emergency|paperwork,,,699,YES,YES,YES
havanese,Havanese Pet Profile Book,pet_profile_book,,emergency|paperwork,,,599,YES,YES,YES
havanese,Havanese Care Guide Book,care_guide,,advisory|learn,,,699,YES,YES,YES
havanese,Havanese New Pet Starter Kit,starter_kit,,adopt|advisory,,,2499,YES,YES,YES
havanese,Havanese Care Checklist Poster,breed_checklist,,advisory,,,349,YES,YES,YES
havanese,Havanese First Aid Kit,first_aid_kit,,emergency,,,1299,YES,YES,YES
havanese,Havanese Pet Inside Car Sticker,car_sticker,,emergency|go,,,199,YES,YES,YES
havanese,Havanese Emergency Grab Pouch,emergency_pouch,,emergency|go,,,899,YES,YES,YES
havanese,Havanese Paw Print Keepsake Kit,paw_print_kit,,farewell,,,699,YES,YES,YES
havanese,Havanese Memorial Keepsake Box,keepsake_box,,farewell,,,1299,YES,YES,YES
havanese,Havanese Memorial Candle,memorial_candle,,farewell,,,499,YES,YES,YES
havanese,Havanese Remembrance Card Set,remembrance_card,,farewell,,,349,YES,YES,YES
havanese,Havanese Welcome Home Kit,welcome_kit,,adopt|celebrate,,,1999,YES,YES,YES
havanese,Havanese First Bed Set,first_bed,,adopt|go,,,1499,YES,YES,YES
havanese,Havanese Adoption Document Folder,adoption_folder,,adopt|paperwork,,,449,YES,YES,YES
husky,Husky ID Tag,collar_tag,care,emergency|play,,breed-collar_tags,349,YES,YES,YES
husky,Husky Bath Towel,pet_towel,care,care,,breed-pet_towels,699,YES,YES,YES
husky,Husky Drying Robe,pet_robe,care,care,,breed-pet_robes,899,YES,YES,YES
husky,Husky Grooming Apron,grooming_apron,care,care,,breed-grooming_aprons,599,YES,YES,YES
husky,Husky Breed Grooming Guide,,care,care,husky-care,care_accessories,399,NO,NO,NO
husky,Husky Breed Portrait Frame,,care,care,husky-care,care_accessories,799,NO,NO,NO
husky,Husky Breed Wellness Kit,,care,care,husky-care,care_accessories,1299,NO,NO,NO
husky,Husky Bandana,bandana,celebrate,celebrate|play,,breed-bandanas,399,YES,YES,YES
husky,Husky Lover Mug,mug,celebrate,celebrate|dine,,breed-mugs,499,YES,YES,YES
husky,Husky Keychain,keychain,celebrate,celebrate|play,,breed-keychains,299,YES,YES,YES
husky,Husky Portrait Frame,frame,celebrate,celebrate|farewell,,breed-frames,799,YES,YES,YES
husky,Husky Tote Bag,tote_bag,celebrate,celebrate|go|play,,breed-tote_bags,699,YES,YES,YES
husky,Husky Party Hat,party_hat,celebrate,celebrate,,breed-party_hats,199,YES,YES,YES
husky,Husky Custom Portrait,Custom Portrait,celebrate,celebrate|farewell|shop,,breed-custom_portraits,2499,YES,NO,YES
husky,Husky Birthday Cake Topper,Birthday Cake Topper,celebrate,celebrate,,breed-birthday_cake_toppers,499,YES,NO,YES
husky,Husky Food Bowl,bowl,dine,dine,,breed-bowls,599,YES,YES,YES
husky,Husky Treat Jar,treat_jar,dine,dine|learn,,breed-treat_jars,649,YES,YES,YES
husky,Husky Breed Food Mat,,dine,dine,husky-dine,dine_accessories,599,NO,NO,NO
husky,Husky Breed Ceramic Bowl,,dine,dine,husky-dine,dine_accessories,899,NO,NO,NO
husky,Husky Breed Recipe Card,,dine,dine,husky-dine,dine_accessories,299,NO,NO,NO
husky,Husky Emergency Info Card,emergency_card,emergency,emergency,,breed-emergency_cards,199,YES,YES,YES
husky,Husky Medical Alert Tag,medical_alert_tag,emergency,emergency|play,,breed-medical_alert_tags,349,YES,YES,YES
husky,Husky Memorial Ornament,memorial_ornament,farewell,farewell,,breed-memorial_ornaments,599,YES,YES,YES
husky,Husky Paw Print Memorial Frame,paw_print_frame,farewell,farewell,,breed-paw_print_frames,999,YES,YES,YES
husky,Husky Memory Box,Memory Box,farewell,celebrate|farewell,,breed-memory_boxes,3499,YES,NO,YES
husky,Husky Welcome Mat,welcome_mat,go,adopt|go,,breed-welcome_mats,1199,YES,YES,YES
husky,Husky Cozy Blanket,blanket,go,care|go,,breed-blankets,999,YES,YES,YES
husky,Husky Pet Passport Holder,passport_holder,go,go|paperwork,,breed-passport_holders,549,YES,YES,YES
husky,Husky Carrier Tag,carrier_tag,go,go,,breed-carrier_tags,299,YES,YES,YES
husky,Husky Travel Bowl,travel_bowl,go,dine|go,,breed-travel_bowls,449,YES,YES,YES
husky,Husky Luggage Tag,luggage_tag,go,go,,breed-luggage_tags,249,YES,YES,YES
husky,Husky Breed Adventure Bandana,,go,go,husky-go,go_accessories,399,NO,NO,NO
husky,Husky Breed Travel Tag,,go,go,husky-go,go_accessories,299,NO,NO,NO
husky,Husky Breed Trail Guide,,go,go,husky-go,go_accessories,499,NO,NO,NO
husky,Husky Training Treat Pouch,treat_pouch,learn,learn|play,,breed-treat_pouchs,449,YES,YES,YES
husky,Husky Training Journal,training_log,learn,learn,,breed-training_logs,399,YES,YES,YES
husky,Husky Play Date Bandana,play_bandana,play,play,,breed-play_bandanas,349,YES,YES,YES
husky,Husky Play Date Card,playdate_card,play,play,,breed-playdate_cards,149,YES,YES,YES
husky,Husky Breed Play Bandana,,play,play,husky-play,play_accessories,399,NO,NO,NO
husky,Husky Breed Playdate Card,,play,play,husky-play,play_accessories,299,NO,NO,NO
husky,Husky Breed Activity Print,,play,play,husky-play,play_accessories,899,NO,NO,NO
husky,Husky Phone Case,Phone Case,shop,celebrate|shop,,breed-phone_cases,799,YES,NO,YES
husky,Husky Framed Wall Art,Framed Wall Art,shop,celebrate|shop,,breed-wall_art,1899,YES,NO,YES
indian spitz,Indian Spitz Breed Grooming Guide,Breed Grooming Guide,care,care,,care_accessories,399,YES,NO,YES
indian spitz,Indian Spitz Breed Portrait Frame,Breed Portrait Frame,care,care|celebrate,,care_accessories,799,YES,NO,YES
indian spitz,Indian Spitz Breed Wellness Kit,Breed Wellness Kit,care,care,,care_accessories,1299,YES,NO,YES
indian spitz,Indian Spitz Birthday Cake,Birthday Cake,celebrate,celebrate,,breed-cakes,1899,YES,NO,YES
indian spitz,Indian Spitz Ceramic Mug,Ceramic Mug,celebrate,celebrate|shop,,cups_merch,599,YES,NO,YES
indian spitz,Indian Spitz Designer Bandana,Designer Bandana,celebrate,celebrate|shop,,bandanas,399,YES,NO,YES
indian spitz,Indian Spitz Photo Frame,Photo Frame,celebrate,celebrate|farewell,,accessories,799,YES,NO,YES
indian spitz,Indian Spitz Treat Box,Treat Box,celebrate,celebrate,,celebration_addons,699,YES,NO,YES
indian spitz,Indian Spitz Custom Portrait,Custom Portrait,celebrate,celebrate|farewell|shop,,breed-custom_portraits,2499,YES,NO,YES
indian spitz,Indian Spitz Birthday Cake Topper,Birthday Cake Topper,celebrate,celebrate,,breed-birthday_cake_toppers,499,YES,NO,YES
indian spitz,Indian Spitz Canvas Print,Canvas Print,celebrate,celebrate|shop,,cups_merch,1299,YES,NO,YES
indian spitz,Indian Spitz Party Hat,Party Hat,celebrate,celebrate,,celebration_addons,249,YES,NO,YES
indian spitz,Indian Spitz Breed Food Mat,Breed Food Mat,dine,dine,,dine_accessories,599,YES,NO,YES
indian spitz,Indian Spitz Breed Recipe Card,Breed Recipe Card,dine,dine,,dine_accessories,299,YES,NO,YES
indian spitz,Indian Spitz Breed Ceramic Bowl,Breed Ceramic Bowl,dine,dine|shop,,dine_accessories,899,YES,NO,YES
indian spitz,Indian Spitz Memory Box,Memory Box,farewell,celebrate|farewell,,breed-memory_boxes,3499,YES,NO,YES
indian spitz,Indian Spitz Breed Adventure Bandana,Breed Adventure Bandana,go,go,,go_accessories,399,YES,NO,YES
indian spitz,Indian Spitz Breed Travel Tag,Breed Travel Tag,go,go,,go_accessories,299,YES,NO,YES
indian spitz,Indian Spitz Breed Trail Guide,Breed Trail Guide,go,go,,go_accessories,499,YES,NO,YES
indian spitz,Indian Spitz Breed Play Bandana,Breed Play Bandana,play,play,,play_accessories,399,YES,NO,YES
indian spitz,Indian Spitz Breed Playdate Card,Breed Playdate Card,play,play,,play_accessories,299,YES,NO,YES
indian spitz,Indian Spitz Breed Activity Print,Breed Activity Print,play,celebrate|play,,play_accessories,899,YES,NO,YES
indian spitz,Indian Spitz Phone Case,Phone Case,shop,celebrate|shop,,breed-phone_cases,799,YES,NO,YES
indian spitz,Indian Spitz Framed Wall Art,Framed Wall Art,shop,celebrate|shop,,breed-wall_art,1899,YES,NO,YES
indian spitz,Indian Spitz Breed Keychain,Breed Keychain,shop,celebrate|shop,,accessories,199,YES,NO,YES
indie,Indian Pariah Dog Birthday Cake Topper,cake_topper,,celebrate,,,599,YES,YES,YES
indie,Indian Pariah Dog Pupcake Decoration Set,pupcake_set,,celebrate,,,449,YES,YES,YES
indie,Indian Pariah Dog Birthday Card,birthday_card,,celebrate,,,199,YES,YES,YES
indie,Indian Pariah Dog Party Banner,party_banner,,celebrate,,,399,YES,YES,YES
indie,Indian Pariah Dog Party Favor Pack,return_gift_pack,,celebrate,,,499,YES,YES,YES
indie,Indian Pariah Dog Feeding Mat,feeding_mat,,dine,,,699,YES,YES,YES
indie,Indian Pariah Dog Food Storage Container,food_container,,dine,,,899,YES,YES,YES
indie,Indian Pariah Dog Dining Placemat,placemat,,dine,,,449,YES,YES,YES
indie,Indian Pariah Dog Enrichment Lick Mat,lick_mat,,dine|play,,,549,YES,YES,YES
indie,Indian Pariah Dog Cushion Cover,cushion_cover,,go,,,799,YES,YES,YES
indie,Indian Pariah Dog Crate Mat,crate_mat,,go,,,999,YES,YES,YES
indie,Indian Pariah Dog Room Sign,room_sign,,go,,,399,YES,YES,YES
indie,Indian Pariah Dog Travel Organizer Pouch,travel_pouch,,go,,,799,YES,YES,YES
indie,Indian Pariah Dog Car Seat Cover,car_seat_protector,,go,,,1499,YES,YES,YES
indie,Indian Pariah Dog Grooming Kit Pouch,grooming_pouch,,care,,,599,YES,NO,YES
indie,Indian Pariah Dog ID Tag,id_tag,,care|emergency,,,349,YES,NO,YES
indie,Indian Pariah Dog Personalized Plush Toy,personalized_toy,,play,,,699,YES,YES,YES
indie,Indian Pariah Dog Mini-Me Plush,breed_plush,,play,,,899,YES,YES,YES
indie,Indian Pariah Dog Rope Tug Toy,rope_toy,,play,,,449,YES,YES,YES
indie,Indian Pariah Dog Snuffle Mat,enrichment_mat,,learn|play,,,799,YES,YES,YES
indie,Indian Pariah Dog Fetch Toy Set,fetch_toy_set,,play,,,599,YES,YES,YES
indie,Indian Pariah Dog Celebration Props Set,photo_props,,celebrate|play,,,499,YES,YES,YES
indie,Indian Pariah Dog Walking Harness Set,walking_set,,play,,,1299,YES,YES,YES
indie,Indian Pariah Dog Personalized Leash,personalized_lead,,play,,,699,YES,YES,YES
indie,Indian Pariah Dog Poop Bag Dispenser,poop_bag_holder,,play,,,399,YES,YES,YES
indie,Indian Pariah Dog Outdoor Activity Toy,activity_toy,,play,,,549,YES,YES,YES
indie,Indian Pariah Dog Training Starter Kit,training_kit,,learn,,,999,YES,YES,YES
indie,Indian Pariah Dog Training Flashcards,learning_cards,,learn,,,449,YES,YES,YES
indie,Indian Pariah Dog Pet Journal,pet_journal,,care|learn,,,599,YES,YES,YES
indie,Indian Pariah Dog First Year Memory Book,milestone_book,,celebrate|learn,,,799,YES,YES,YES
indie,Indian Pariah Dog Vaccine Record Folder,vaccine_folder,,care|paperwork,,,399,YES,YES,YES
indie,Indian Pariah Dog Document Holder,document_holder,,paperwork,,,499,YES,YES,YES
indie,Indian Pariah Dog Medical Record Binder,medical_file,,emergency|paperwork,,,699,YES,YES,YES
indie,Indian Pariah Dog Pet Profile Book,pet_profile_book,,emergency|paperwork,,,599,YES,YES,YES
indie,Indian Pariah Dog Care Guide Book,care_guide,,advisory|learn,,,699,YES,YES,YES
indie,Indian Pariah Dog New Pet Starter Kit,starter_kit,,adopt|advisory,,,2499,YES,YES,YES
indie,Indian Pariah Dog Care Checklist Poster,breed_checklist,,advisory,,,349,YES,YES,YES
indie,Indian Pariah Dog First Aid Kit,first_aid_kit,,emergency,,,1299,YES,YES,YES
indie,Indian Pariah Dog Pet Inside Car Sticker,car_sticker,,emergency|go,,,199,YES,YES,YES
indie,Indian Pariah Dog Emergency Grab Pouch,emergency_pouch,,emergency|go,,,899,YES,YES,YES
indie,Indian Pariah Dog Paw Print Keepsake Kit,paw_print_kit,,farewell,,,699,YES,YES,YES
indie,Indian Pariah Dog Memorial Keepsake Box,keepsake_box,,farewell,,,1299,YES,YES,YES
indie,Indian Pariah Dog Memorial Candle,memorial_candle,,farewell,,,499,YES,YES,YES
indie,Indian Pariah Dog Remembrance Card Set,remembrance_card,,farewell,,,349,YES,YES,YES
indie,Indian Pariah Dog Welcome Home Kit,welcome_kit,,adopt|celebrate,,,1999,YES,YES,YES
indie,Indian Pariah Dog First Bed Set,first_bed,,adopt|go,,,1499,YES,YES,YES
indie,Indian Pariah Dog Adoption Document Folder,adoption_folder,,adopt|paperwork,,,449,YES,YES,YES
indie,Indie ID Tag,collar_tag,care,emergency|play,,breed-collar_tags,349,YES,YES,YES
indie,Indie Bath Towel,pet_towel,care,care,,breed-pet_towels,699,YES,YES,YES
indie,Indie Drying Robe,pet_robe,care,care,,breed-pet_robes,899,YES,YES,YES
indie,Indie Grooming Apron,grooming_apron,care,care,,breed-grooming_aprons,599,YES,YES,YES
indie,Indie Breed Grooming Guide,,care,care,indie-care,care_accessories,399,NO,NO,NO
indie,Indie Breed Portrait Frame,,care,care,indie-care,care_accessories,799,NO,NO,NO
indie,Indie Breed Wellness Kit,,care,care,indie-care,care_accessories,1299,NO,NO,NO
indie,Indie Bandana,bandana,celebrate,celebrate|play,,breed-bandanas,399,YES,YES,YES
indie,Indie Lover Mug,mug,celebrate,celebrate|dine,,breed-mugs,499,YES,YES,YES
indie,Indie Keychain,keychain,celebrate,celebrate|play,,breed-keychains,299,YES,YES,YES
indie,Indie Portrait Frame,frame,celebrate,celebrate|farewell,,breed-frames,799,YES,YES,YES
indie,Indie Tote Bag,tote_bag,celebrate,celebrate|go|play,,breed-tote_bags,699,YES,YES,YES
indie,Indie Party Hat,party_hat,celebrate,celebrate,,breed-party_hats,199,YES,YES,YES
indie,Indian Pariah Dog Custom Portrait,Custom Portrait,celebrate,celebrate|farewell|shop,,breed-custom_portraits,2499,YES,NO,YES
indie,Indian Pariah Dog Birthday Cake Topper,Birthday Cake Topper,celebrate,celebrate,,breed-birthday_cake_toppers,499,YES,YES,YES
indie,Indie Custom Portrait,Custom Portrait,celebrate,celebrate|farewell|shop,,breed-custom_portraits,2499,YES,NO,YES
indie,Indie Birthday Cake Topper,Birthday Cake Topper,celebrate,celebrate,,breed-birthday_cake_toppers,499,YES,NO,YES
indie,Indie Food Bowl,bowl,dine,dine,,breed-bowls,599,YES,YES,YES
indie,Indie Treat Jar,treat_jar,dine,dine|learn,,breed-treat_jars,649,YES,YES,YES
indie,Indie Breed Food Mat,,dine,dine,indie-dine,dine_accessories,599,NO,NO,NO
indie,Indie Breed Ceramic Bowl,,dine,dine,indie-dine,dine_accessories,899,NO,NO,NO
indie,Indie Breed Recipe Card,,dine,dine,indie-dine,dine_accessories,299,NO,NO,NO
indie,Indie Emergency Info Card,emergency_card,emergency,emergency,,breed-emergency_cards,199,YES,YES,YES
indie,Indie Medical Alert Tag,medical_alert_tag,emergency,emergency|play,,breed-medical_alert_tags,349,YES,YES,YES
indie,Indie Memorial Ornament,memorial_ornament,farewell,farewell,,breed-memorial_ornaments,599,YES,YES,YES
indie,Indie Paw Print Memorial Frame,paw_print_frame,farewell,farewell,,breed-paw_print_frames,999,YES,YES,YES
indie,Indian Pariah Dog Memory Box,Memory Box,farewell,celebrate|farewell,,breed-memory_boxes,3499,YES,NO,YES
indie,Indie Memory Box,Memory Box,farewell,celebrate|farewell,,breed-memory_boxes,3499,YES,NO,YES
indie,Indie Welcome Mat,welcome_mat,go,adopt|go,,breed-welcome_mats,1199,YES,YES,YES
indie,Indie Cozy Blanket,blanket,go,care|go,,breed-blankets,999,YES,YES,YES
indie,Indie Pet Passport Holder,passport_holder,go,go|paperwork,,breed-passport_holders,549,YES,YES,YES
indie,Indie Carrier Tag,carrier_tag,go,go,,breed-carrier_tags,299,YES,YES,YES
indie,Indie Travel Bowl,travel_bowl,go,dine|go,,breed-travel_bowls,449,YES,YES,YES
indie,Indie Luggage Tag,luggage_tag,go,go,,breed-luggage_tags,249,YES,YES,YES
indie,Indie Breed Adventure Bandana,,go,go,indie-go,go_accessories,399,NO,NO,NO
indie,Indie Breed Travel Tag,,go,go,indie-go,go_accessories,299,NO,NO,NO
indie,Indie Breed Trail Guide,,go,go,indie-go,go_accessories,499,NO,NO,NO
indie,Indie Training Treat Pouch,treat_pouch,learn,learn|play,,breed-treat_pouchs,449,YES,YES,YES
indie,Indie Training Journal,training_log,learn,learn,,breed-training_logs,399,YES,YES,YES
indie,Indie Play Date Bandana,play_bandana,play,play,,breed-play_bandanas,349,YES,YES,YES
indie,Indie Play Date Card,playdate_card,play,play,,breed-playdate_cards,149,YES,YES,YES
indie,Indie Breed Play Bandana,,play,play,indie-play,play_accessories,399,NO,NO,NO
indie,Indie Breed Playdate Card,,play,play,indie-play,play_accessories,299,NO,NO,NO
indie,Indie Breed Activity Print,,play,play,indie-play,play_accessories,899,NO,NO,NO
indie,Indian Pariah Dog Phone Case,Phone Case,shop,celebrate|shop,,breed-phone_cases,799,YES,NO,YES
indie,Indian Pariah Dog Framed Wall Art,Framed Wall Art,shop,celebrate|shop,,breed-wall_art,1899,YES,NO,YES
indie,Indie Phone Case,Phone Case,shop,celebrate|shop,,breed-phone_cases,799,YES,NO,YES
indie,Indie Framed Wall Art,Framed Wall Art,shop,celebrate|shop,,breed-wall_art,1899,YES,NO,YES
irish_setter,Irish Setter ID Tag,collar_tag,care,emergency|play,,breed-collar_tags,349,YES,YES,YES
irish_setter,Irish Setter Bath Towel,pet_towel,care,care,,breed-pet_towels,699,YES,YES,YES
irish_setter,Irish Setter Drying Robe,pet_robe,care,care,,breed-pet_robes,899,YES,YES,YES
irish_setter,Irish Setter Grooming Apron,grooming_apron,care,care,,breed-grooming_aprons,599,YES,YES,YES
irish_setter,Irish Setter Bandana,bandana,celebrate,celebrate|play,,breed-bandanas,399,YES,YES,YES
irish_setter,Irish Setter Lover Mug,mug,celebrate,celebrate|dine,,breed-mugs,499,YES,YES,YES
irish_setter,Irish Setter Keychain,keychain,celebrate,celebrate|play,,breed-keychains,299,YES,YES,YES
irish_setter,Irish Setter Portrait Frame,frame,celebrate,celebrate|farewell,,breed-frames,799,YES,YES,YES
irish_setter,Irish Setter Tote Bag,tote_bag,celebrate,celebrate|go|play,,breed-tote_bags,699,YES,YES,YES
irish_setter,Irish Setter Party Hat,party_hat,celebrate,celebrate,,breed-party_hats,199,YES,YES,YES
irish_setter,Irish Setter Custom Portrait,Custom Portrait,celebrate,celebrate|farewell|shop,,breed-custom_portraits,2499,YES,NO,YES
irish_setter,Irish Setter Birthday Cake Topper,Birthday Cake Topper,celebrate,celebrate,,breed-birthday_cake_toppers,499,YES,NO,YES
irish_setter,Irish Setter Food Bowl,bowl,dine,dine,,breed-bowls,599,YES,YES,YES
irish_setter,Irish Setter Treat Jar,treat_jar,dine,dine|learn,,breed-treat_jars,649,YES,YES,YES
irish_setter,Irish Setter Emergency Info Card,emergency_card,emergency,emergency,,breed-emergency_cards,199,YES,YES,YES
irish_setter,Irish Setter Medical Alert Tag,medical_alert_tag,emergency,emergency|play,,breed-medical_alert_tags,349,YES,YES,YES
irish_setter,Irish Setter Memorial Ornament,memorial_ornament,farewell,farewell,,breed-memorial_ornaments,599,YES,YES,YES
irish_setter,Irish Setter Paw Print Memorial Frame,paw_print_frame,farewell,farewell,,breed-paw_print_frames,999,YES,YES,YES
irish_setter,Irish Setter Memory Box,Memory Box,farewell,celebrate|farewell,,breed-memory_boxes,3499,YES,NO,YES
irish_setter,Irish Setter Welcome Mat,welcome_mat,go,adopt|go,,breed-welcome_mats,1199,YES,YES,YES
irish_setter,Irish Setter Cozy Blanket,blanket,go,care|go,,breed-blankets,999,YES,YES,YES
irish_setter,Irish Setter Pet Passport Holder,passport_holder,go,go|paperwork,,breed-passport_holders,549,YES,YES,YES
irish_setter,Irish Setter Carrier Tag,carrier_tag,go,go,,breed-carrier_tags,299,YES,YES,YES
irish_setter,Irish Setter Travel Bowl,travel_bowl,go,dine|go,,breed-travel_bowls,449,YES,YES,YES
irish_setter,Irish Setter Luggage Tag,luggage_tag,go,go,,breed-luggage_tags,249,YES,YES,YES
irish_setter,Irish Setter Training Treat Pouch,treat_pouch,learn,learn|play,,breed-treat_pouchs,449,YES,YES,YES
irish_setter,Irish Setter Training Journal,training_log,learn,learn,,breed-training_logs,399,YES,YES,YES
irish_setter,Irish Setter Play Date Bandana,play_bandana,play,play,,breed-play_bandanas,349,YES,YES,YES
irish_setter,Irish Setter Play Date Card,playdate_card,play,play,,breed-playdate_cards,149,YES,YES,YES
irish_setter,Irish Setter Phone Case,Phone Case,shop,celebrate|shop,,breed-phone_cases,799,YES,NO,YES
irish_setter,Irish Setter Framed Wall Art,Framed Wall Art,shop,celebrate|shop,,breed-wall_art,1899,YES,NO,YES
italian_greyhound,Italian Greyhound ID Tag,collar_tag,care,emergency|play,,breed-collar_tags,349,YES,YES,YES
italian_greyhound,Italian Greyhound Bath Towel,pet_towel,care,care,,breed-pet_towels,699,YES,YES,YES
italian_greyhound,Italian Greyhound Drying Robe,pet_robe,care,care,,breed-pet_robes,899,YES,YES,YES
italian_greyhound,Italian Greyhound Grooming Apron,grooming_apron,care,care,,breed-grooming_aprons,599,YES,YES,YES
italian_greyhound,Italian Greyhound Bandana,bandana,celebrate,celebrate|play,,breed-bandanas,399,YES,YES,YES
italian_greyhound,Italian Greyhound Lover Mug,mug,celebrate,celebrate|dine,,breed-mugs,499,YES,YES,YES
italian_greyhound,Italian Greyhound Keychain,keychain,celebrate,celebrate|play,,breed-keychains,299,YES,YES,YES
italian_greyhound,Italian Greyhound Portrait Frame,frame,celebrate,celebrate|farewell,,breed-frames,799,YES,YES,YES
italian_greyhound,Italian Greyhound Tote Bag,tote_bag,celebrate,celebrate|go|play,,breed-tote_bags,699,YES,YES,YES
italian_greyhound,Italian Greyhound Party Hat,party_hat,celebrate,celebrate,,breed-party_hats,199,YES,YES,YES
italian_greyhound,Italian Greyhound Custom Portrait,Custom Portrait,celebrate,celebrate|farewell|shop,,breed-custom_portraits,2499,YES,NO,YES
italian_greyhound,Italian Greyhound Birthday Cake Topper,Birthday Cake Topper,celebrate,celebrate,,breed-birthday_cake_toppers,499,YES,NO,YES
italian_greyhound,Italian Greyhound Food Bowl,bowl,dine,dine,,breed-bowls,599,YES,YES,YES
italian_greyhound,Italian Greyhound Treat Jar,treat_jar,dine,dine|learn,,breed-treat_jars,649,YES,YES,YES
italian_greyhound,Italian Greyhound Emergency Info Card,emergency_card,emergency,emergency,,breed-emergency_cards,199,YES,YES,YES
italian_greyhound,Italian Greyhound Medical Alert Tag,medical_alert_tag,emergency,emergency|play,,breed-medical_alert_tags,349,YES,YES,YES
italian_greyhound,Italian Greyhound Memorial Ornament,memorial_ornament,farewell,farewell,,breed-memorial_ornaments,599,YES,YES,YES
italian_greyhound,Italian Greyhound Paw Print Memorial Frame,paw_print_frame,farewell,farewell,,breed-paw_print_frames,999,YES,YES,YES
italian_greyhound,Italian Greyhound Memory Box,Memory Box,farewell,celebrate|farewell,,breed-memory_boxes,3499,YES,NO,YES
