id,name,base_price,category,type,description,pillar_shop,pillar_celebrate,pillar_dine,pillar_stay,pillar_travel,pillar_care,pillar_enjoy,pillar_fit,pillar_learn,pillar_paperwork,pillar_advisory,pillar_emergency,pillar_farewell,pillar_adopt
svc-PROD-D93F6220C860,Pet Daycare - Full Day,0,daycare,,,,,,,,Y,,,,,,,,
svc-PROD-557FA7031AB5,Pet-Friendly Cab Service,0,cab,,,,,,,Y,,,,,,,,,
svc-PROD-B6C7791C00B8,Train Travel Assistance,0,train,,,,,,,Y,,,,,,,,,
svc-PROD-C39634C3CEDD,Domestic Flight Coordination,0,flight,,,Y,,,,,,,,,,,,,
svc-PROD-AA7BD1002E51,Pet Taxi - City Rides,0,taxi,,,Y,,,,,,,,,,,,,
svc-PROD-E2B791EAA694,Bath & Brush,0,grooming,,,,,,,,Y,,,,,,,,
svc-PROD-2054D6966F5F,Daily Dog Walking,0,walking,,,Y,,,,,,,,,,,,,
svc-PROD-03407A0BBFD4,Pet Sitting (8 Hours),0,sitting,,,Y,,,,,,,,,,,,,
svc-PROD-8C21C8B5AB85,Basic Obedience Training,0,training,,,,,,,,,,,Y,,,,,
svc-PROD-9ED37697CC22,Vet Consultation Booking,0,vet,,,Y,,,,,,,,,,,,,
svc-PROD-1B4B9807E262,Agility Training Class,0,agility,,,,,,,,,,Y,,,,,,
svc-PROD-B19A48A8F5F8,Dog Park Day Pass,0,park,,,Y,,,,,,,,,,,,,
svc-PROD-DDB61969ADCC,Pet Cafe Voucher,0,cafe,,,Y,,,,,,,,,,,,,
svc-PROD-750BE03D6799,Beach Day Experience,0,beach,,,Y,,,,,,,,,,,,,
svc-PROD-6C40202B715E,Puppy Training Course,0,puppy,,,,,,,,,,,Y,,,,,
svc-PROD-FB8A502EBBD3,Fun Tricks Workshop,0,tricks,,,Y,,,,,,,,,,,,,
svc-69763578bf962b2a4806bb6c,Biodegradable Poop Bags (120 count),0,care,,Eco-friendly waste bags. Extra thick and leak-proof.,,,,,,Y,,,,,,,,
svc-6977d50cf1ba3c3bd6e57597,Puppy Daycare (under 1 year),0,daycare,,Specialized care for young puppies,,,,,,Y,,,,,,,,
svc-6977d50cf1ba3c3bd6e575bb,Weight Loss Program (4 weeks),0,programs,,Structured weight management program,Y,,,,,,,,,,,,,
svc-6977d50cf1ba3c3bd6e575c5,Puppy Kindergarten (8 weeks),0,training,,Foundation training for puppies,,,,,,,,,Y,,,,,
svc-697838c4fdefa8a5b3756286,Soft Emergency Muzzle Set (3 sizes),0,emergency,,Breathable mesh muzzle set for safe handling during injuries. Non-intimidating design.,,,,,,,,,,,,Y,,
svc-69787d6ab1ffb9d0ef5fe0ee,Ahilya by the Sea,0,stay,,Intimate heritage property with just 8 rooms. Dogs are treated as family here with personalized care.,,,,Y,,,,,,,,,,
svc-69787d6ab1ffb9d0ef5fe127,Palais de Mahe,0,stay,,Boutique heritage hotel in French Quarter. Pet-friendly rooms with courtyard access.,,,,Y,,,,,,,,,,
svc-697888da1b42203bef3270d5,Pet Resort Getaway,0,resort,,Luxury resort for pets,Y,,,,,,,,,,,,,
svc-697888da1b42203bef3270f3,Pet Sitting (8 hours),0,sitting,,In-home pet sitting,Y,,,,,,,,,,,,,
svc-6978936e1b42203bef327c71,Pet Adventure Day,0,adventure,,Guided outdoor adventure,Y,,,,,,,,,,,,,
svc-6978936e1b42203bef327c75,Basic Grooming,0,basic,,Bath and brush,,,,,,Y,,,,,,,,
svc-6978936e1b42203bef327c77,Nail Trim & Filing,0,nail,,Professional nail care,Y,,,,,,,,,,,,,
svc-6978936e1b42203bef327c79,Adoption Consultation,0,consultation,,Find your perfect match,,,,,,,,,,,,,,Y
svc-6978936e1b42203bef327c7d,Post-Adoption Support,0,support,,30-day support package,,,,,,,,,,,,,,Y
svc-6978936e1b42203bef327c7f,Memorial Service,0,memorial,,Dignified memorial ceremony,Y,,,,,,,,,,,,,
svc-6978936e1b42203bef327c81,Private Cremation,0,cremation,,Private cremation service,Y,,,,,,,,,,,,,
svc-6978936e1b42203bef327c87,Premium Reservation Service,0,service,,Guaranteed pet-friendly seating,Y,,,,,,,,,,,,,
svc-6978936e1b42203bef327c8d,Premium Coverage Plan,0,insurance,,Comprehensive insurance,Y,,,,,,,,,,,,,
svc-6978936e1b42203bef327c8f,Accident Only Plan,0,insurance,,Accident coverage,Y,,,,,,,,,,,,,
svc-PROD-BFE3F2280142,TEST_Product_20260127163538,0,,,,Y,,,,,,,,,,,,,
svc-PROD-9D6CD1ACECAA,Woof Woof Inn,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-7748FF2AE515,Pet Paradise,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-F93923E1924D,Furry Friends Haven,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-B05597A41C87,K9 Comfort Zone,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-80831CD98BC1,Doggy Daycare & Stay,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-99933649AFC7,Paws & Relax,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-731F55854916,The Barking Lot,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-77E11E436578,Snout House,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-20F63A029858,Tail Waggers Resort,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-B32A4EDECAE1,Cuddles Pet Care,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-755FEDC753C9,Canine Castle Mumbai,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-6662F741F7C7,Paws & Play Delhi,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-BA6C178F255B,The Dog Lodge Gurgaon,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-FE005F55E37A,Furry Friends Pune,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-8AAD5AB36F94,Wagging Tails Hyderabad,0,boarding,,,,,,Y,,,,,,,,,,
svc-PROD-57AA27BE46AC,Pet Paradise Chennai,0,boarding,,,,,,Y,,,,,,,,,,
svc-697c3ed8d9fc024950dca197,Allergy-Safe Diet Planning,0,feed,,Specialized diet planning for pets with food allergies,Y,,,,,,,,,,,,,
svc-697c3ed8d9fc024950dca199,Puppy Nutrition Programme,0,feed,,Age-appropriate nutrition guidance for growing puppies,Y,,,,,,,,,,,,,
svc-697c3ed8d9fc024950dca19b,Senior Pet Nutrition,0,feed,,Specialized nutrition support for aging pets,Y,,,,,,,,,,,,,
svc-697c3ed8d9fc024950dca19d,Prescription Diet Coordination,0,feed,,Help sourcing and managing prescription diets,Y,,,,,,,,,,,,,
svc-697c3ed8d9fc024950dca1a9,Free Insurance Quote Comparison,0,insure,,Get quotes from multiple pet insurance providers - completely free,,,,,,,,,,,,,,
svc-697c3ed8d9fc024950dca1ab,Policy Review & Optimization,0,insure,,Expert review of your current pet insurance policy,,,,,,,,,,,,,,
svc-697c3ed8d9fc024950dca1ad,Claim Filing Assistance,0,insure,,Professional help filing and tracking insurance claims,,,,,,,,,,,,,,
svc-697c3ed8d9fc024950dca1af,Renewal Management Service,0,insure,,Never miss a renewal with automated reminders,,,,,,,,,,,,,,
svc-697dbae5572fc2185da93e75,Comfort Crate for New Pets,0,adopt,,Cozy crate to help adopted pets feel safe,,,,,,,,,,,,,,Y
svc-697dbae5572fc2185da93e77,Rescue Calming Supplement,0,adopt,,Natural calming aid for anxious rescue pets,,,,,,,,,,,,,,Y
svc-697dbae5572fc2185da93e79,Orthopedic Comfort Bed,0,adopt,,Memory foam bed for senior rescues,,,,,,,,,,,,,,Y
svc-697dbae5572fc2185da93e7d,Shelter Donation Gift Card,0,adopt,,Support local shelters with a donation,,,,,,,,,,,,,,Y
svc-697dbae5572fc2185da93e7f,Dog Treadmill (Small),0,fit,,Indoor exercise treadmill for small dogs,,,,,,,,Y,,,,,,
svc-697dbae5572fc2185da93e81,Weighted Vest for Dogs,0,fit,,Adjustable weight vest for strength training,,,,,,,,Y,,,,,,
svc-697dbae5572fc2185da93e87,Exercise Ball Launcher,0,fit,,Automatic ball launcher for fetch exercises,,,,,,,,Y,,,,,,
svc-697dbaeb572fc2185da93e9b,Squeaky Ball Set (3 pack),0,enjoy,,Durable tennis balls with squeaker,,,,,,,Y,,,,,,,
svc-697dbaeb572fc2185da93ea1,Portable Dog Pool,0,enjoy,,Foldable splash pool for summer fun,,,,,,,Y,,,,,,,
svc-697dbaeb572fc2185da93ea3,Party Bandana Set,0,enjoy,,Stylish bandanas for meetups & events,,,,,,,Y,,,,,,,
svc-tdc-4e286279e18a,Professional Deshedding Brush,849.0,grooming,,"Stainless steel deshedding tool reduces shedding by up to 90%. Ergonomic handle, gentle on skin. For medium to large coats.",,,,,,Y,,,,,,,,
svc-tdc-f30a7b52c8c4,Gentle Oatmeal Shampoo - 500ml,549.0,grooming,,"Soothing oatmeal formula for sensitive skin. pH balanced, paraben-free. Leaves coat soft, shiny, and fresh-smelling.",,,,,,Y,,,,,,,,
svc-tdc-5463661d58e0,Nail Clipper & File Set,449.0,grooming,,"Professional-grade nail clipper with safety guard. Includes nail file and quick guide. Stainless steel, non-slip grip.",,,,,,Y,,,,,,,,
svc-tdc-e72bcd5a54e8,Paw Balm & Nose Butter Duo,699.0,grooming,,"Organic balm set for cracked paws and dry noses. Made with shea butter, coconut oil, and vitamin E. Safe if licked.",,,,,,Y,,,,,,,,
svc-tdc-f49554dcf585,Ear Cleaning Solution - 120ml,399.0,grooming,,"Gentle ear cleaner removes wax and debris. Prevents infections, reduces odor. Vet-recommended formula.",,,,,,Y,,,,,,,,
svc-travel-171532b1a134,Wahl Cargo Seat Cover for Pets,1898.0,car-accessories,,"Premium cargo area seat cover to protect your car from pet hair, dirt, and scratches. Waterproof backing, machine washable. Universal fit for most SUVs and hatchbacks. Dimensions: 59x55 inches.",,,,,Y,,,,,,,,,
svc-travel-c9a35347e75a,Pet Passport & Document Holder,549.0,travel-accessories,,"Organized document holder for all pet travel paperwork. Holds vaccination records, health certificates, insurance, and ID. Water-resistant material. Perfect for international travel.",,,,,Y,,,,,,,,,
svc-travel-07dae68ed728,Car Window Mesh Barrier,799.0,car-accessories,,Breathable mesh barrier for car windows. Allows fresh air while preventing pets from jumping out. Easy magnetic installation. Set of 2 for front or rear windows.,,,,,Y,,,,,,,,,
svc-dine-item-f9230be5,TDC Freeze-dried Liver,349,general,,Individual item from Gourmet Treats Box. Premium quality dining essential from The Doggy Company.,,,Y,,,,,,,,,,,
svc-dine-item-0229ab12,TDC Dental Chews,249,general,,Individual item from Gourmet Treats Box. Premium quality dining essential from The Doggy Company.,,,Y,,,,,,,,,,,
svc-dine-item-475cda5d,TDC Photo Frame,999,photo_services,,Individual item from Adoption Anniversary Special. Premium quality dining essential from The Doggy Company.,,,Y,,,,,,,,,,,
svc-dine-item-b75c8ac7,TDC Gourmet Meal,399,meals,,Individual item from Puppy Date Night. Premium quality dining essential from The Doggy Company.,,,Y,,,,,,,,,,,
svc-dine-item-6910756b,TDC Dine-fresh-chicken,399,general,,Individual item from Weekly Fresh Meal Plan. Premium quality dining essential from The Doggy Company.,,,Y,,,,,,,,,,,
svc-dine-item-58a0bc3e,TDC Dine-lamb-rice,399,general,,Individual item from Weekly Fresh Meal Plan. Premium quality dining essential from The Doggy Company.,,,Y,,,,,,,,,,,
svc-dine-item-587ac910,TDC Dine-fish-omega,399,general,,Individual item from Weekly Fresh Meal Plan. Premium quality dining essential from The Doggy Company.,,,Y,,,,,,,,,,,
svc-enjoy-prod-ball,Squeaky Ball Set (3 Pack),299,enjoy,,Durable tennis balls with squeaker,,,,,,,Y,,,,,,,
svc-travel-prod-a9ec81b2,Pet Passport Holder,399,travel,,"Waterproof holder for vaccination records, health certificates, and ID tags.",,,,,Y,,,,,,,,,
svc-travel-prod-555f5c1e,Motion Sickness Relief Drops,349,travel,,Natural remedy for car sickness. Give 30 mins before travel.,,,,,Y,,,,,,,,,
svc-adopt-prod-anxiety-wrap,ThunderShirt Anxiety Wrap,1899,adopt-calming,,"Pressure wrap that applies gentle, constant pressure to reduce anxiety",,,,,,,,,,,,,,Y
svc-adopt-prod-crate-soft,Soft-Sided Comfort Crate,2499,adopt-comfort,,Cozy collapsible crate with plush lining - perfect safe space for new pets,,,,,,,,,,,,,,Y
svc-adopt-prod-hideaway,Covered Pet Hideaway Bed,1799,adopt-comfort,,Cave-style bed providing security for nervous rescues,,,,,,,,,,,,,,Y
svc-adopt-prod-orthopedic-bed,Orthopedic Memory Foam Bed,2999,adopt-comfort,,Premium memory foam bed for senior or injured rescue pets,,,,,,,,,,,,,,Y
svc-adopt-prod-snuffle-mat,Snuffle Mat for Slow Feeding,799,adopt-enrichment,,Interactive feeding mat that encourages natural foraging behavior,,,,,,,,,,,,,,Y
svc-adopt-prod-probiotic,Digestive Health Probiotic,999,adopt-health,,Probiotic supplement to help rescued pets adjust to new diet,,,,,,,,,,,,,,Y
svc-adopt-prod-immune-boost,Immune Support Supplement,1199,adopt-health,,Boost immunity during the transition period with vitamins & antioxidants,,,,,,,,,,,,,,Y
svc-adopt-prod-gentle-shampoo,Gentle Rescue Pet Shampoo,499,adopt-grooming,,"Hypoallergenic, tear-free shampoo for sensitive rescue pets",,,,,,,,,,,,,,Y
svc-adopt-prod-guide-book,Adoption Success Handbook,449,adopt-guide,,Complete guide to helping your rescue pet adjust and thrive,,,,,,,,,,,,,,Y
svc-adopt-prod-behavior-guide,Understanding Rescue Behavior,549,adopt-guide,,Expert guide on common rescue pet behaviors and how to help,,,,,,,,,,,,,,Y
svc-adopt-prod-donation-500,Shelter Support - 500,500,adopt-donation,,Donate to local shelters and support rescue operations,,,,,,,,,,,,,,Y
svc-adopt-prod-donation-1000,Shelter Support - 1000,1000,adopt-donation,,Generous donation to help rescue more animals in need,,,,,,,,,,,,,,Y
svc-stay-prod-travel-food-container,Airtight Travel Food Container,899,travel-feeding,,"3-compartment container for food, treats, and supplements - leak-proof design.",,,,Y,,,,,,,,,,
svc-stay-prod-bed-portable,Portable Memory Foam Travel Bed,1799,travel-comfort,,"Lightweight, foldable bed with removable, washable cover - rolls up for easy packing.",,,,Y,,,,,,,,,,
svc-stay-prod-cooling-mat,Pressure-Activated Cooling Mat,1299,travel-comfort,,Self-cooling gel mat for hot weather travel - no refrigeration needed.,,,,Y,,,,,,,,,,
svc-stay-prod-car-seat,Elevated Pet Car Seat,2299,travel-safety,,Booster seat with safety tether - lets small pets see out the window safely.,,,,Y,,,,,,,,,,
svc-stay-prod-calming-treats,Travel Calming Chews,799,travel-calming,,"Soft chews with chamomile, valerian & L-theanine - 30 count.",,,,Y,,,,,,,,,,
svc-stay-prod-motion-sickness,Motion Sickness Relief Tablets,599,travel-health,,Natural anti-nausea tablets for car and air travel - 30 tablets.,,,,Y,,,,,,,,,,
svc-stay-prod-pet-passport,Pet Travel Document Organizer,699,travel-docs,,"Waterproof organizer for vaccination records, health certificates, and ID.",,,,Y,,,,,,,,,,
svc-stay-prod-id-tags,Engraved Travel ID Tag Set,399,travel-docs,,"Set of 2 durable metal tags with name, phone & destination info.",,,,Y,,,,,,,,,,
svc-fit-product-45c35fa8,Agility Training Hurdle Set,1299,fit,,Adjustable hurdles for backyard agility training,,,,,,,,Y,,,,,,
svc-fit-product-c9bbcf1b,Dog Treadmill - Compact,8999,fit,,Indoor exercise treadmill for dogs up to 25kg,,,,,,,,Y,,,,,,
svc-fit-product-ac023770,Swimming Vest for Dogs,999,fit,,Buoyancy vest for safe water exercise and swimming,,,,,,,,Y,,,,,,
svc-fit-product-f67ff376,Snuffle Mat - Large,699,fit,,Enrichment mat for mental stimulation during feeding,,,,,,,,Y,,,,,,
svc-fit-product-122b5f91,Weighted Exercise Vest,1799,fit,,Adjustable weighted vest for strength training walks,,,,,,,,Y,,,,,,
svc-travel-b1f06bf6,Premium Car Seat for Dogs,3499,travel-safety,,"Elevated car seat with safety harness attachment. Plush memory foam, waterproof base. Perfect for road trips.",,,,,Y,,,,,,,,,
svc-travel-c9e34699,Pet Travel Bag Organizer,1499,travel-accessories,,"Multi-pocket bag for all pet essentials. Fits food, treats, bowls, toys, documents. Waterproof base, shoulder strap.",,,,,Y,,,,,,,,,
svc-travel-d3a5a022,Portable Travel Bed,1999,travel-comfort,,Foldable memory foam bed with waterproof cover. Sets up in seconds. Provides familiar comfort away from home.,,,,,Y,,,,,,,,,
svc-travel-1f08385f,Calming Travel Spray,699,travel-health,,"Pheromone-based spray for carriers, cars, hotel rooms. Reduces travel anxiety naturally. Vet recommended.",,,,,Y,,,,,,,,,
svc-travel-3c00808d,Pet Passport Holder & Document Organizer,899,travel-docs,,"Premium holder for vaccination records, health certificates, ID tags. RFID-protected pocket for microchip info.",,,,,Y,,,,,,,,,
SVC-GROOM-FULL,Full Spa Grooming,1500,grooming,,"Complete spa experience with massage, premium products",,,,,,Y,,,,,,,,
SVC-VET-CONSULT,Vet Consultation,600,vet,,General health checkup and consultation,,,,,,Y,,,,,,,,
SVC-CELEB-BDAY-HOME,Birthday Party - Home,5000,,,Complete birthday planning and execution at your home,,Y,,,,,,,,,,,,
SVC-CELEB-BDAY-VENUE,Birthday Party - Venue,8000,,,Birthday celebration at a pet-friendly venue,,Y,,,,,,,,,,,,
SVC-CELEB-MILESTONE,Milestone Celebration,,,,"First travel, senior years, recovery milestones",,Y,,,,,,,,,,,,
SVC-CELEB-FESTIVE,Festive Celebration Planning,4000,,,"Diwali, Christmas, Holi celebrations with your pet",,Y,,,,,,,,,,,,
SVC-CELEB-SURPRISE,Surprise Coordination,,,,Surprise party or gift coordination for pet parents,,Y,,,,,,,,,,,,
SVC-CELEB-REMINDERS,Life Moment Tracking,0,,,"Automated reminders for birthdays, gotcha days, milestones",,Y,,,,,,,,,,,,
SVC-DINE-DISCOVER,Pet-Friendly Restaurant Discovery,0,,,Find the perfect restaurant that welcomes your pet,,,Y,,,,,,,,,,,
SVC-DINE-RESERVE,Reservation Assistance,200,,,We confirm pet acceptance and make the reservation,,,Y,,,,,,,,,,,
SVC-DINE-ETIQUETTE,Dining Etiquette Guidance,500,,,Tips and training for dining out with your pet,,,Y,,,,,,,,,,,
SVC-DINE-ADVISORY,Venue Suitability Advisory,0,,,Breed and size suitability check for venues,,,Y,,,,,,,,,,,
SVC-DINE-BACKUP,Backup Dining Alternatives,,,,Alternative options if plans change last minute,,,Y,,,,,,,,,,,
SVC-STAY-DISCOVER,Pet-Friendly Hotel Discovery,0,,,Find hotels and resorts that welcome your pet,,,,Y,,,,,,,,,,
SVC-STAY-VERIFY,Property Rule Verification,300,,,"Verify breed, size, and number restrictions",,,,Y,,,,,,,,,,
SVC-STAY-ADVISORY,Room Suitability Advisory,0,,,Recommend the right room type for your pet,,,,Y,,,,,,,,,,
SVC-STAY-LONGTERM,Long-Stay Assistance,,,,Serviced apartments and extended stay planning,,,,Y,,,,,,,,,,
SVC-STAY-BOARDING,Boarding Alternatives,800,,,"When hotel stays aren't possible, we find boarding",,,,Y,,,,,,,,,,
SVC-TRAVEL-AIRLINE,Airline Policy Interpretation,500,,,Route-specific pet policy guidance,,,,,Y,,,,,,,,,
SVC-TRAVEL-CABIN-CARGO,Cabin vs Cargo Advisory,300,,,Feasibility check based on pet size and route,,,,,Y,,,,,,,,,
SVC-TRAVEL-ROAD-RAIL,Train & Road Travel Planning,800,,,Complete road trip or train journey planning,,,,,Y,,,,,,,,,
SVC-TRAVEL-DESTINATION,Destination Pet Rules,400,,,Pet rules and requirements at your destination,,,,,Y,,,,,,,,,
SVC-TRAVEL-RELOCATE-DOM,Domestic Relocation Planning,5000,,,Complete domestic move with your pet,,,,,Y,,,,,,,,,
SVC-TRAVEL-RELOCATE-INTL,International Relocation,15000,,,International move with quarantine and documentation,,,,,Y,,,,,,,,,
SVC-TRAVEL-TRANSIT,Transit & Handling Guidance,1000,,,Airport handling and transit coordination,,,,,Y,,,,,,,,,
SVC-CARE-VET-GENERAL,Vet Consultation - General,600,,,General health checkup and consultation,,,,,,Y,,,,,,,,
SVC-CARE-VET-SPECIALTY,Vet Consultation - Specialty,1500,,,"Specialist consultation (dermatology, cardiology, etc.)",,,,,,Y,,,,,,,,
SVC-CARE-VET-HOME,Vet Visit - Home,1200,,,Vet comes to your home,,,,,,Y,,,,,,,,
SVC-CARE-GROOM-HOME,Home Grooming,1200,,,Groomer comes to your home,,,,,,Y,,,,,,,,
SVC-CARE-PREVENT,Preventive Care Reminders,0,,,"Vaccination, deworming, health check reminders",,,,,,Y,,,,,,,,
SVC-CARE-NUTRITION,Nutrition Guidance,800,,,Non-medical diet and nutrition planning,,,,,,Y,,,,,,,,
SVC-CARE-RECOVERY,Recovery Care Coordination,,,,Post-surgery or treatment care coordination,,,,,,Y,,,,,,,,
SVC-CARE-SENIOR,Senior Pet Care Planning,1500,,,Comprehensive care plan for senior pets,,,,,,Y,,,,,,,,
SVC-ENJOY-PARKS,Pet Parks Discovery,0,,,Find dog parks and open spaces near you,,,,,,,Y,,,,,,,
SVC-ENJOY-EVENTS,Pet Events & Experiences,500,,,"Pet-friendly events, meetups, experiences",,,,,,,Y,,,,,,,
SVC-ENJOY-SOCIAL,Socialisation Planning,800,,,Structured socialisation for puppies and shy dogs,,,,,,,Y,,,,,,,
SVC-ENJOY-WEEKEND,Weekend Outing Planning,400,,,Complete weekend activity plan with your pet,,,,,,,Y,,,,,,,
SVC-FIT-WALK-DAILY,Dog Walking - Daily,300,,,Daily dog walking service,,,,,,,,Y,,,,,,
SVC-FIT-ACTIVITY,Breed-Appropriate Activity Plan,1000,,,Customized exercise routine for your breed,,,,,,,,Y,,,,,,
SVC-FIT-INDOOR,Indoor Exercise Routines,800,,,Exercise plans for apartment living,,,,,,,,Y,,,,,,
SVC-FIT-OUTDOOR,Outdoor Exercise Sessions,500,,,Guided outdoor exercise and play,,,,,,,,Y,,,,,,
SVC-FIT-SENIOR,Senior Mobility Planning,1200,,,Gentle exercise for senior dogs,,,,,,,,Y,,,,,,
SVC-FIT-SWIM,Swimming Sessions,1000,,,Hydrotherapy and recreational swimming,,,,,,,,Y,,,,,,
SVC-LEARN-NEWPARENT,New Pet Parent Onboarding,1500,,,Everything you need to know as a first-time pet parent,,,,,,,,,Y,,,,,
SVC-LEARN-BREED,Breed Education Session,800,,,Understand your breed's needs and temperament,,,,,,,,,Y,,,,,
SVC-LEARN-PUPPY,Puppy Transition Guidance,2000,,,First 30 days with your new puppy,,,,,,,,,Y,,,,,
SVC-LEARN-SENIOR,Senior Pet Care Education,1000,,,Understanding and caring for aging pets,,,,,,,,,Y,,,,,
SVC-LEARN-BEHAVIOR,Behavior Understanding,1200,,,Learn to read and understand your pet's behavior,,,,,,,,,Y,,,,,
SVC-LEARN-TRAINING-ADV,Advanced Training,5000,,,Advanced commands and tricks,,,,,,,,,Y,,,,,
SVC-PAPER-REGISTER,Pet Registration Guidance,500,,,Help with local pet registration,,,,,,,,,,Y,,,,
SVC-PAPER-MICROCHIP,Microchipping Assistance,300,,,Microchip registration and documentation,,,,,,,,,,Y,,,,
SVC-PAPER-LICENSE,Licensing & Compliance,400,,,Local compliance and licensing guidance,,,,,,,,,,Y,,,,
SVC-PAPER-TRAVEL,Travel Documentation,1500,,,"Pet passport, health certificates, NOCs",,,,,,,,,,Y,,,,
SVC-PAPER-INSURANCE,Insurance Paperwork Advisory,300,,,Help with pet insurance documentation,,,,,,,,,,Y,,,,
SVC-PAPER-ADOPTION,Adoption Documentation,500,,,Adoption papers and transfer documentation,,,,,,,,,,Y,,,,
SVC-ADVISE-HOUSING,Housing & Society Advisory,500,,,Navigate pet rules in housing societies,,,,,,,,,,,Y,,,
SVC-ADVISE-MULTI,Multi-Pet Household Planning,1000,,,Adding another pet to your family,,,,,,,,,,,Y,,,
SVC-ADVISE-BEHAVIOR,Behavior Escalation Pathways,,,,Non-clinical behavior concern guidance,,,,,,,,,,,Y,,,
SVC-ADVISE-EOL,End-of-Life Preparation,,,,Planning for your pet's final chapter,,,,,,,,,,,Y,,,
SVC-EMERG-VET,Emergency Vet Discovery,0,,,Find nearest emergency vet immediately,,,,,,,,,,,,Y,,
SVC-EMERG-AFTER,After-Hours Care Guidance,0,,,Guidance when regular vets are closed,,,,,,,,,,,,Y,,
SVC-EMERG-RESPONSE,Accident & Poisoning Response,0,,,Immediate guidance for emergencies,,,,,,,,,,,,Y,,
SVC-EMERG-LOST,Lost Pet Response,,,,Coordination for lost pet recovery,,,,,,,,,,,,Y,,
SVC-EMERG-TRANSPORT,Emergency Transport,1500,,,Emergency pet ambulance coordination,,,,,,,,,,,,Y,,
SVC-FARE-EUTHANASIA,Euthanasia Coordination,,,,Vet-guided peaceful passing,,,,,,,,,,,,,Y,
SVC-FARE-CREMATION,Cremation & Burial,3000,,,Dignified final arrangements,,,,,,,,,,,,,Y,
SVC-FARE-MEMORIAL,Memorial & Remembrance,2000,,,Memorial planning and keepsakes,,,,,,,,,,,,,Y,
SVC-FARE-GRIEF,Grief Support Resources,0,,,Support during difficult times,,,,,,,,,,,,,Y,
SVC-ADOPT-DISCOVER,Ethical Adoption Discovery,0,,,Find verified shelters and rescues,,,,,,,,,,,,,,Y
SVC-ADOPT-SUITABILITY,Breed Suitability Advisory,500,,,Find the right breed for your lifestyle,,,,,,,,,,,,,,Y
SVC-ADOPT-READINESS,Adoption Readiness Planning,300,,,Are you ready for a pet?,,,,,,,,,,,,,,Y
SVC-ADOPT-HOME,Home Preparation Guidance,500,,,Prepare your home for a new pet,,,,,,,,,,,,,,Y
SVC-ADOPT-TRANSITION,First 30 Days Support,2000,,,Transition support for new adoptions,,,,,,,,,,,,,,Y
SVC-SHOP-PERSONAL,Personal Shopping Assistance,0,,,Help finding the right products,Y,,,,,,,,,,,,,
SVC-SHOP-EMERGENCY,Emergency Sourcing,,,,Urgent product sourcing,Y,,,,,,,,,,,,,
SVC-SHOP-VET-REC,Vet-Recommended Sourcing,200,,,Find specific vet-recommended products,Y,,,,,,,,,,,,,
SVC-SHOP-RELOCATE,Travel & Relocation Sourcing,500,,,All products needed for travel/move,Y,,,,,,,,,,,,,
SVC-CARE-TEST-CUSTOM-SERVICE,Test Custom Service UPDATED,1299.0,,,Updated description,,,,,,Y,,,,,,,,
TEST-SVC-5D8A3471,Updated Test Grooming Service,600.0,,,Updated description for testing,,,,,,Y,,,,,,,,
abee0bac-9551-42d4-99be-f69e91bd267e,Long Coat  Full Grooming  Complete Spa Day,1500,grooming,,,,,,,,,,,,,,,,
2dd76537-4583-4912-80cc-7a0715430abf,Short Coat  Express Grooming  Quick Refresh,800,grooming,,,,,,,,,,,,,,,,
8b890e95-3ea6-469d-8b48-854a504f6b8f,Curly Coat  Poodle Mix Grooming  Doodle Specialist,1800,grooming,,,,,,,,,,,,,,,,
1024f74b-5c74-480e-bbed-9731acb0e0d9,Small Breed  Puppy's First Groom  Gentle Introduction,600,grooming,,,,,,,,,,,,,,,,
de9405c2-449b-4ac3-9fc5-c0b6113521e7,Large Breed  Big Dog Bath  Home Service,1200,grooming,,,,,,,,,,,,,,,,
ac74cb79-b36a-402c-a195-1f4423998da5,High Energy  Obedience Training  Focus Building,8000,training,,,,,,,,,,,,,,,,
6aeae591-3da4-4973-a6c8-2b6755c1f2f7,Indie Dog  Street Dog Rehab  Urban Adjustment,10000,training,,,,,,,,,,,,,,,,
121ac3cd-02d2-41e8-9b7c-a2fbbad6b97f,Small Breed  Puppy Socialization  Early Learning,4000,training,,,,,,,,,,,,,,,,
64e5baf2-66a3-461d-b5b5-15191c7ca940,Anxious Dog  Behavior Modification  Calm Building,15000,training,,,,,,,,,,,,,,,,
83efaae5-32ed-4d97-b7f1-340b2bb18bc6,Scent Dog  Nose Work Training  Mental Exercise,5000,training,,,,,,,,,,,,,,,,
